 .37225930E+04  .16346760E+07  .59219440E+03  .52792830E+04  .25972660E+07  .10301640E+03
 .10000000E+02  .25000000E+02  .20000000E+01  .14000000E+02  .13000000E+02  .74472830E+04
 .59219440E+03  .61843240E+03  .16346760E+07  .38604790E+06 -.34545760E+00  .90483920E+04
 .61086750E+03  .61438870E+03  .16001560E+07  .44647890E+06 -.32224920E+00  .81046460E+04
 .62836070E+03  .60996670E+03  .15658720E+07  .50745770E+06 -.30305190E+00  .74445380E+04
 .64486000E+03  .60523030E+03  .15318450E+07  .56880260E+06 -.28658930E+00  .69504090E+04
 .66049490E+03  .60022840E+03  .14980910E+07  .63046460E+06 -.27207470E+00  .65638060E+04
 .67535950E+03  .59500050E+03  .14646240E+07  .69245890E+06 -.25901590E+00  .62521470E+04
 .68952590E+03  .58958000E+03  .14314550E+07  .75481440E+06 -.24710000E+00  .59955510E+04
 .70305220E+03  .58399580E+03  .13985940E+07  .81753830E+06 -.23612300E+00  .57809690E+04
 .71598660E+03  .57827370E+03  .13660500E+07  .88059590E+06 -.22594690E+00  .55993170E+04
 .72837130E+03  .57243610E+03  .13338290E+07  .94390390E+06 -.21647310E+00  .54439840E+04
 .72837130E+03  .57243610E+03  .13338290E+07  .94390390E+06 -.21647310E+00  .54439840E+04
 .75910910E+03  .55637840E+03  .12491620E+07  .11135950E+07 -.19401700E+00  .51228620E+04
 .78674850E+03  .53994240E+03  .11669350E+07  .12805460E+07 -.17501020E+00  .48956750E+04
 .81174440E+03  .52335570E+03  .10871870E+07  .14410260E+07 -.15865550E+00  .47283760E+04
 .83444730E+03  .50678430E+03  .10099270E+07  .15922110E+07 -.14434960E+00  .46015520E+04
 .85512950E+03  .49035050E+03  .93514430E+06  .17325030E+07 -.13165210E+00  .45034040E+04
 .87400740E+03  .47414460E+03  .86281040E+06  .18612860E+07 -.12024690E+00  .44262190E+04
 .89125640E+03  .45823250E+03  .79288610E+06  .19784900E+07 -.10989980E+00  .43646720E+04
 .90702090E+03  .44266180E+03  .72532360E+06  .20842380E+07 -.10042620E+00  .43150350E+04
 .92142020E+03  .42746610E+03  .66006890E+06  .21786230E+07 -.91672230E-01  .42747540E+04
 .93455190E+03  .41266900E+03  .59706380E+06  .22615820E+07 -.83504530E-01  .42421280E+04
 .94649500E+03  .39828690E+03  .53624740E+06  .23328390E+07 -.75805870E-01  .42159950E+04
 .95731190E+03  .38433060E+03  .47755640E+06  .23918480E+07 -.68472090E-01  .41954480E+04
 .96705020E+03  .37080620E+03  .42092660E+06  .24377400E+07 -.61408600E-01  .41796170E+04
 .97574350E+03  .35771510E+03  .36629290E+06  .24692520E+07 -.54526480E-01  .41675660E+04
 .98341300E+03  .34505470E+03  .31359050E+06  .24846790E+07 -.47741480E-01  .41583330E+04
 .99006720E+03  .33281880E+03  .26275530E+06  .24818860E+07 -.40981290E-01  .41510970E+04
 .99570590E+03  .32099870E+03  .21372410E+06  .24583120E+07 -.34192980E-01  .41452890E+04
