 .10000000E+02  .28000000E+02  .00000000E+00  .14000000E+02  .17000000E+02  .70908650E+04
 .31674790E+03  .64789200E+03  .21078800E+07  .12440600E+06 -.36979980E+00  .10348730E+07
 .33819450E+03  .64785270E+03  .20715990E+07  .12451770E+06 -.39605760E+00  .75956250E+06
 .36107770E+03  .64778560E+03  .20353200E+07  .12666860E+06 -.42073380E+00  .38666060E+06
 .38523430E+03  .64764420E+03  .19990480E+07  .13175480E+06 -.44096600E+00  .17878920E+06
 .41031440E+03  .64734490E+03  .19627870E+07  .14092500E+06 -.45311250E+00  .87054080E+05
 .43576970E+03  .64676640E+03  .19265500E+07  .15330870E+06 -.45419180E+00  .47427740E+05
 .46101330E+03  .64577360E+03  .18903570E+07  .17588400E+06 -.44617310E+00  .29120350E+05
 .48564810E+03  .64424950E+03  .18542340E+07  .21062840E+06 -.43312230E+00  .19830500E+05
 .50948420E+03  .64211790E+03  .18182130E+07  .25749110E+06 -.41788290E+00  .14692320E+05
 .53240970E+03  .63935820E+03  .17823280E+07  .31236370E+06 -.40036790E+00  .11683120E+05
 .53240970E+03  .63935820E+03  .17823280E+07  .31236370E+06 -.40036790E+00  .11683120E+05
 .58762430E+03  .62940470E+03  .16871330E+07  .41701890E+06 -.32831750E+00  .84283220E+04
 .63256540E+03  .61732180E+03  .15938160E+07  .56111970E+06 -.28557560E+00  .69635280E+04
 .67295240E+03  .60324910E+03  .15022540E+07  .72031850E+06 -.25395000E+00  .61297290E+04
 .70899380E+03  .58795180E+03  .14129020E+07  .88351220E+06 -.22728610E+00  .55948880E+04
 .74132530E+03  .57184740E+03  .13259090E+07  .10504120E+07 -.20437640E+00  .52332170E+04
 .77046670E+03  .55526570E+03  .12413710E+07  .12181120E+07 -.18466540E+00  .49781100E+04
 .79685740E+03  .53845590E+03  .11593410E+07  .13823390E+07 -.16760510E+00  .47911160E+04
 .82085390E+03  .52160220E+03  .10798370E+07  .15391950E+07 -.15266140E+00  .46497300E+04
 .84273940E+03  .50484130E+03  .10028550E+07  .16860880E+07 -.13939400E+00  .45404580E+04
 .86273940E+03  .48827530E+03  .92837460E+06  .18217630E+07 -.12747560E+00  .44546860E+04
 .88103750E+03  .47198010E+03  .85635920E+06  .19458800E+07 -.11666790E+00  .43864950E+04
 .89778620E+03  .45601130E+03  .78676420E+06  .20585360E+07 -.10678910E+00  .43316280E+04
 .91311320E+03  .44040870E+03  .71953740E+06  .21599220E+07 -.97689930E-01  .42870450E+04
 .92712560E+03  .42520000E+03  .65462190E+06  .22501330E+07 -.89240100E-01  .42506520E+04
 .93991190E+03  .41040440E+03  .59195680E+06  .23290680E+07 -.81323250E-01  .42210540E+04
 .95154390E+03  .39603500E+03  .53147930E+06  .23963810E+07 -.73834830E-01  .41972790E+04
 .96207900E+03  .38209980E+03  .47312460E+06  .24514260E+07 -.66680680E-01  .41785220E+04
 .97156050E+03  .36860240E+03  .41682740E+06  .24931980E+07 -.59774510E-01  .41639570E+04
 .98001970E+03  .35554220E+03  .36252200E+06  .25202560E+07 -.53034920E-01  .41526600E+04
 .98747560E+03  .34291490E+03  .31014310E+06  .25306750E+07 -.46386090E-01  .41437130E+04
 .99393700E+03  .33071260E+03  .25962630E+06  .25220670E+07 -.39767560E-01  .41363890E+04
 .99940540E+03  .31892580E+03  .21090850E+06  .24915840E+07 -.33139190E-01  .41301630E+04
 .10038750E+04  .30754290E+03  .16392830E+06  .24358840E+07 -.26427640E-01  .41243580E+04
 .10073190E+04  .29655100E+03  .11862610E+06  .23517730E+07 -.19411030E-01  .41183740E+04
 .10096610E+04  .28593670E+03  .74944170E+05  .22383400E+07 -.11635680E-01  .41124620E+04
 .10107340E+04  .27568910E+03  .32826770E+05  .20999970E+07 -.23273730E-02  .41077500E+04
 .10102190E+04  .26580080E+03 -.77805020E+04  .19497940E+07  .98056510E-02  .41063530E+04
 .31674790E+03  .64789200E+03  .21078800E+07  .12440600E+06 -.36979980E+00  .10348730E+07
 .29677510E+03  .64792990E+03  .21441630E+07  .12574970E+06 -.34360960E+00  .82305690E+06
 .27824780E+03  .64798770E+03  .21804480E+07  .12821020E+06 -.31825410E+00  .47893360E+06
