 .19623340E+04  .68413480E+06  .90530460E+03  .67303880E+04  .27588680E+07  .34189260E+01
 .10000000E+02  .13000000E+02  .20000000E+01  .14000000E+02  .12000000E+02  .87783880E+04
 .90530460E+03  .43514040E+03  .68413480E+06  .19913880E+07 -.99380020E-01  .43446340E+04
 .91077340E+03  .42955660E+03  .65992350E+06  .20280290E+07 -.95951420E-01  .43275520E+04
 .91605300E+03  .42402370E+03  .63602350E+06  .20630250E+07 -.92622010E-01  .43118300E+04
 .92114880E+03  .41854300E+03  .61243190E+06  .20963720E+07 -.89383520E-01  .42973720E+04
 .92606560E+03  .41311580E+03  .58914570E+06  .21280570E+07 -.86228180E-01  .42840920E+04
 .93080770E+03  .40774320E+03  .56616190E+06  .21580670E+07 -.83148640E-01  .42719200E+04
 .93537950E+03  .40242600E+03  .54347740E+06  .21863840E+07 -.80138000E-01  .42607890E+04
 .93978440E+03  .39716520E+03  .52108910E+06  .22129840E+07 -.77189690E-01  .42506400E+04
 .94402580E+03  .39196130E+03  .49899380E+06  .22378410E+07 -.74297450E-01  .42414180E+04
 .94810660E+03  .38681510E+03  .47718840E+06  .22609200E+07 -.71455280E-01  .42330690E+04
 .94810660E+03  .38681510E+03  .47718840E+06  .22609200E+07 -.71455280E-01  .42330690E+04
 .95826590E+03  .37331790E+03  .42018370E+06  .23136650E+07 -.64045120E-01  .42146070E+04
 .96733070E+03  .36024310E+03  .36517190E+06  .23523800E+07 -.56846860E-01  .42010200E+04
 .97532540E+03  .34759210E+03  .31208950E+06  .23757400E+07 -.49758880E-01  .41912800E+04
 .98225930E+03  .33536190E+03  .26087320E+06  .23820750E+07 -.42688060E-01  .41844350E+04
 .98812880E+03  .32354610E+03  .21146020E+06  .23693980E+07 -.35556640E-01  .41797910E+04
 .99291890E+03  .31213690E+03  .16378900E+06  .23353210E+07 -.28275420E-01  .41771600E+04
 .99659480E+03  .30112640E+03  .11779920E+06  .22772080E+07 -.20656250E-01  .41771950E+04
 .99908110E+03  .29050960E+03  .73431440E+05  .21934110E+07 -.12337360E-01  .41818680E+04
 .10002340E+04  .28028750E+03  .30626630E+05  .20855080E+07 -.27593420E-02  .41951490E+04
 .99980620E+03  .27047200E+03 -.10675130E+05  .19607780E+07  .88841500E-02  .42240430E+04
 .99741140E+03  .26109060E+03 -.50536640E+05  .18345600E+07  .23669050E-01  .42802110E+04
 .99249160E+03  .25219310E+03 -.89026450E+05  .17321950E+07  .42710040E-01  .43822610E+04
 .11046010E-02  .43514040E+03  .68413480E+06  .37131660E-07 -.61111920E-04  .43446340E+04
 .29248950E+00  .43514040E+03  .27588680E+07  .39360470E-06 -.61111920E-04  .24152050E+04
 .34189260E+01  .43514040E+03  .27588680E+07  .24839800E+06 -.18147420E-02  .24152050E+04
 .33190680E+01  .44547720E+03  .27835230E+07  .25564510E+06 -.17522830E-02  .23566910E+04
 .32226000E+01  .45631330E+03  .28087700E+07  .26309970E+06 -.16935800E-02  .23047370E+04
 .31293290E+01  .46765290E+03  .28346390E+07  .27076440E+06 -.16380320E-02  .22591990E+04
 .30390920E+01  .47949710E+03  .28611570E+07  .27864020E+06 -.15851200E-02  .22198560E+04
 .29517540E+01  .49184430E+03  .28883520E+07  .28672580E+06 -.15344110E-02  .21864150E+04
 .28672030E+01  .50469030E+03  .29162530E+07  .29501840E+06 -.14855560E-02  .21585250E+04
 .27853420E+01  .51802910E+03  .29448870E+07  .30351420E+06 -.14382860E-02  .21357870E+04
 .27060890E+01  .53185290E+03  .29742810E+07  .31220840E+06 -.13924040E-02  .21177760E+04
 .26293700E+01  .54615350E+03  .30044630E+07  .32109590E+06 -.13477730E-02  .21040510E+04
 .25551170E+01  .56092210E+03  .30354590E+07  .33017170E+06 -.13043100E-02  .20941720E+04
 .24832660E+01  .57614970E+03  .30672950E+07  .33943120E+06 -.12619670E-02  .20877120E+04
 .24137560E+01  .59182820E+03  .30999960E+07  .34887020E+06 -.12207270E-02  .20842680E+04
 .23465240E+01  .60794970E+03  .31335880E+07  .35848540E+06 -.11805860E-02  .20834660E+04
 .23465240E+01  .60794970E+03  .31335880E+07  .35848540E+06 -.11805860E-02  .20834660E+04
 .22098410E+01  .64395680E+03  .32086830E+07  .37967080E+06 -.10983180E-02  .20891000E+04
 .20827200E+01  .68191420E+03  .32882160E+07  .40163780E+06 -.10212450E-02  .21025370E+04
 .19645330E+01  .72178720E+03  .33724190E+07  .42438370E+06 -.94940780E-03  .21216770E+04
 .18546560E+01  .76355760E+03  .34615200E+07  .44791490E+06 -.88273410E-03  .21450050E+04
 .17524770E+01  .80722000E+03  .35557480E+07  .47224540E+06 -.82105390E-03  .21714480E+04
 .16574120E+01  .85277870E+03  .36553290E+07  .49739470E+06 -.76412970E-03  .22002300E+04
 .15689070E+01  .90024590E+03  .37604910E+07  .52338760E+06 -.71168770E-03  .22307600E+04
 .14864390E+01  .94964070E+03  .38714650E+07  .55025560E+06 -.66344250E-03  .22625360E+04
 .14095240E+01  .10009900E+04  .39884830E+07  .57803760E+06 -.61911300E-03  .22950880E+04
 .13377060E+01  .10543290E+04  .41117820E+07  .60678200E+06 -.57843130E-03  .23279270E+04
 .12705650E+01  .11097050E+04  .42416040E+07  .63654990E+06 -.54114780E-03  .23605120E+04
 .20003040E+04  .70080120E+06  .90151920E+03  .66979610E+04  .27628620E+07  .37416700E+01
 .10000000E+02  .13000000E+02  .20000000E+01  .14000000E+02  .12000000E+02  .87459610E+04
 .90151920E+03  .43896260E+03  .70080120E+06  .19661950E+07 -.10175400E+00  .43568280E+04
 .90711890E+03  .43334480E+03  .67637680E+06  .20039400E+07 -.98254050E-01  .43387720E+04
 .91252560E+03  .42777690E+03  .65226560E+06  .20400450E+07 -.94859160E-01  .43221500E+04
 .91774490E+03  .42226030E+03  .62846490E+06  .20745040E+07 -.91560680E-01  .43068540E+04
 .92278200E+03  .41679640E+03  .60497150E+06  .21073100E+07 -.88350500E-01  .42927920E+04
 .92764170E+03  .41138640E+03  .58178260E+06  .21384510E+07 -.85221010E-01  .42798840E+04
 .93232820E+03  .40603120E+03  .55889520E+06  .21679120E+07 -.82165020E-01  .42680600E+04
 .93684540E+03  .40073180E+03  .53630610E+06  .21956720E+07 -.79175730E-01  .42572570E+04
 .94119700E+03  .39548900E+03  .51401220E+06  .22217090E+07 -.76246710E-01  .42474170E+04
 .94538600E+03  .39030340E+03  .49201030E+06  .22459910E+07 -.73371770E-01  .42384870E+04
